Doc;Adjacency Word Frequency List
418;{'NORMAL': 3, 'VALUES': 1, 'MEAN': 1, 'CELL': 3, 'VOLUME': 3, 'DISTRIBUTION': 1, 'SINGLE': 1, 'VOLUMES': 1, 'OBSERVED': 1, 'ERYTHROCYTES': 3, 'PATIENTS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'USING': 1, 'ELECTRONICAL': 1, 'PARTICLE': 1, 'ANALYZER': 1, 'SHEATH': 1, 'FLOW': 1, 'DETECTOR': 1, 'RESULTS': 1, 'STRONG': 1, 'DEFECT': 1, 'RED': 1, 'SALT': 1, 'TRANSPORT': 1, 'SEEMS': 1, 'IMPROBABLE': 1, 'VALINOMUCIN': 1, 'INDUCES': 3, 'SHRINKING': 1, 'INCREASE': 2, 'PERMEABILITY': 3, 'GRAMICIDIN': 1, 'SWELLING': 1, 'ADDITION': 1, 'SWEAT': 1, 'CHANGE': 1, 'RESULT': 1, 'INFLUENCE': 1, 'FACTOR': 1, 'PASSIVE': 1, 'ION': 1, 'CONCLUDED': 1}
419;{'HYPOTHESIS': 1, 'DOGGETT': 1, 'HARRISON': 1, 'ACCORDING': 1, 'ALPHA': 3, 'AMYLASE': 3, 'PATHOGENIC': 1, 'FACTOR': 2, 'EXOCRINOPATHY': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'INVESTIGATED': 1, 'ELEVATION': 1, 'SWEAT': 1, 'SERUM': 1, 'PATIENTS': 1, 'COMPARED': 1, 'CONTROLS': 1, 'SIMILAR': 1, 'AGE': 1, 'OBSERVED': 1, 'CONCLUDED': 1, 'CANNOT': 1, 'IDENTIFIED': 1}
420;{'CHILDREN': 3, 'ADOLESCENTS': 1, 'CYSTIC': 3, 'FIBROSIS': 3, 'NORMAL': 3, 'HEALTHY': 2, 'ADULTS': 2, 'SERUM': 2, 'ALPHA': 3, 'FETOPROTEIN': 3, 'CONCENTRATIONS': 1, 'MEASURED': 1, 'RADIOIMMUNOASSAY': 1, 'PATIENTS': 1, 'VALUES': 1, 'WITHIN': 1, 'RANGE': 1, 'CRITICAL': 1, 'JUDGEMENT': 1, 'REPORTED': 1, 'FINDINGS': 1, 'LITERATURE': 1, 'RESULTS': 1, 'DEMONSTRATE': 1, 'INVESTIGATION': 1, 'CANNOT': 1, 'SERVE': 1, 'DETECTING': 1, 'HOMOZYGOTES': 1, 'GENES': 1, 'HETEROZYGOTE': 1, 'CARRIERS': 1}
421;{'INTERRELATIONSHIP': 1, 'ENTEROKINASE': 8, 'TRYPSIN': 5, 'ACTIVITIES': 3, 'INVESTIGATED': 1, 'INFANTS': 1, 'CHILDREN': 2, 'VARIETY': 1, 'GASTROINTESTINAL': 2, 'PANCREATIC': 3, 'DISORDERS': 1, 'FOURTEEN': 1, 'PATIENTS': 8, 'DIARRHEA': 1, 'GRADE': 1, 'MUCOSAL': 4, 'INJURY': 1, 'REVEALED': 1, 'SIGNIFICANT': 1, 'LESS': 1, 'REDUCTION': 1, 'DISACCHARIDASE': 1, 'ACTIVITES': 1, 'COMPARED': 1, 'NORMAL': 7, 'MUCOSA': 2, 'NINE': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'INSUFFICIENCY': 2, 'ACTIVITY': 6, 'ELEVATED': 1, 'INTRALUMINAL': 3, 'LOW': 1, 'HYPOPROTEINEMIA': 1, 'PROTEIN': 1, 'LOSS': 1, 'ASSOCIATED': 1, 'INTESTINAL': 3, 'LYMPHANGIECTASIA': 1, 'LYMPHOID': 1, 'NODULAR': 1, 'HYPERPLASIA': 1, 'INSIGNIFICANT': 1, 'DECREASE': 1, 'STEATORRHEA': 1, 'SWEAT': 1, 'TEST': 1, 'ABSENT': 2, 'TWO': 1, 'ENTITIES': 1, 'DEFINED': 1, 'ONE': 1, 'GROUP': 2, 'DIAGNOSED': 2, 'SCHWACHMAN': 1, 'DIAMOND': 1, 'SYNDROME': 1, 'SECOND': 1, 'LIPASE': 1, 'AMYLASE': 1, 'CONGENITAL': 1, 'DEFICIENCY': 1}
422;{'FIFTEEN': 1, 'PATIENTS': 6, 'CYSTIC': 3, 'FIBROSIS': 3, 'SEEN': 1, 'YEAR': 1, 'PERIOD': 1, 'DEVELOPED': 2, 'CLINICAL': 1, 'HEPATIC': 2, 'DISEASE': 2, 'SYMPTOMS': 1, 'SECONDARY': 1, 'PORTAL': 4, 'HYPERTENSION': 2, 'TEN': 1, 'HYPERSPLENISM': 2, 'VARICEAL': 2, 'BLEEDING': 4, 'INCLUDING': 1, 'CONDITIONS': 1, 'SURVIVED': 1, 'INITIAL': 1, 'EPISODE': 1, 'GASTROINTESTINAL': 1, 'UNDERWENT': 1, 'SYSTEMIC': 2, 'SHUNTING': 3, 'PROCEDURE': 1, 'ALSO': 1, 'PERFORMED': 1, 'SUBSEQUENT': 1, 'DETERIORATION': 1, 'INTELLECTUAL': 1, 'FUNCTION': 1, 'OCCURRED': 1, 'EITHER': 1, 'SHUNTED': 2, 'UNSHUNTED': 1, 'SHOWED': 1, 'PROGRESSION': 1, 'SURGERY': 1, 'RESULTS': 1, 'SUGGEST': 1, 'USEFUL': 1, 'TREATMENT': 1, 'ESOPHAGEAL': 1, 'VARICES': 1, 'SWEAT': 1, 'TEST': 1, 'RULE': 1, 'INCLUDED': 1, 'EVALUATION': 1, 'TEENAGE': 1, 'YOUNG': 1, 'ADULT': 1, 'PATIENT': 1, 'UNEXPLAINED': 1}
423;{'REVIEW': 1, 'CONCERNED': 1, 'DISTURBANCES': 1, 'BILE': 11, 'FLOW': 4, 'OCCUR': 2, 'EARLY': 1, 'LIFE': 1, 'ALTHOUGH': 1, 'CHOLESTASIS': 4, 'DEFINED': 1, 'PHYSIOLOGICALLY': 1, 'CONSIDERED': 1, 'MORPHOLOGICAL': 2, 'FEATURES': 1, 'PRESENCE': 1, 'PIGMENTS': 1, 'HISTOPATHOLOGICAL': 1, 'SECTIONS': 1, 'LIVER': 1, 'EASILY': 1, 'RECOGNIZED': 1, 'PLUGS': 1, 'THROMBI': 1, 'CANALICULI': 1, 'PHYSIOLOGICAL': 1, 'REDUCTION': 2, 'INFERRED': 1, 'FINDING': 1, 'ELEVATED': 1, 'SERUM': 1, 'ACID': 3, 'INFERENCE': 1, 'DERIVED': 1, 'KNOWN': 1, 'POSITIVE': 1, 'CORRELATION': 1, 'CANALICULAR': 2, 'EXCRETION': 1, 'FOUND': 1, 'SPECIES': 1, 'FAR': 1, 'EXAMINED': 1, 'INCLUDING': 1, 'MAN': 2, 'INCREASE': 1, 'AMOUNT': 1, 'PLASMA': 1, 'IMPLIES': 1, 'HEPATIC': 1, 'TRANSPORT': 1, 'PRIMARY': 1, 'CONJUGATED': 1, 'ACIDS': 1, 'THEREFORE': 1, 'DECREASE': 1, 'ASSOCIATED': 1, 'CLASSIFICATIONS': 1, 'CHOLESTATIC': 1, 'SYNDROMES': 2, 'FUNCTIONAL': 1, 'ABNORMALITIES': 1, 'THERAPY': 1, 'DISCUSSED': 1}
424;{'BILE': 6, 'ACID': 6, 'LOSS': 4, 'STOOLS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'CHILDREN': 2, 'PANCREATIC': 5, 'INSUFFICIENCY': 2, 'SIX': 2, 'WITHOUT': 2, 'CLINICAL': 1, 'EVIDENCE': 1, 'DISEASE': 2, 'DIFFER': 1, 'VALUES': 1, 'CONTROLS': 2, 'GOOD': 1, 'CORRELATION': 1, 'DEGREE': 2, 'FAT': 4, 'SEQUESTRATION': 1, 'CONCOMITANT': 1, 'CHANGES': 1, 'OBSERVED': 1, 'ONE': 1, 'GROUP': 2, 'PATIENTS': 2, 'STUDIED': 1, 'ENZYMES': 1, 'WELL': 1, 'SECOND': 1, 'SEVEN': 1, 'TREATED': 1, 'SUPPLEMENTS': 1, 'MAINTAINED': 1, 'NORMAL': 1, 'DIET': 2, 'FOLLOWED': 2, 'LOW': 1, 'SUPPLEMENTED': 1, 'MEDIUM': 1, 'CHAIN': 1, 'TRIGLYCERIDES': 2, 'ADMINISTRATION': 1, 'BICARBONATE': 1, 'LED': 1, 'SIGNIFICANT': 1, 'DECREASE': 1, 'LEADS': 2, 'SIMULTANEOUS': 1, 'CHANGE': 1, 'EXCRETION': 1, 'QUALITATIVE': 1, 'PATTERNS': 1, 'INFANTS': 1, 'ILEAL': 1, 'RESECTION': 1, 'COELIAC': 1, 'SHOWED': 1, 'PERCENTAGE': 1, 'PRIMARY': 1, 'CLOSELY': 1, 'TOTAL': 1, 'AMOUNT': 1, 'EXCRETED': 1, 'EXCEPT': 1, 'SITUATIONS': 1, 'ANTIBIOTICS': 1, 'ADMINISTERED': 1, 'EXACT': 1, 'MECHANISM': 1, 'INCREASED': 1, 'UNKNOWN': 1, 'FOUND': 1, 'AGE': 1, 'GROUPS': 1, 'RELATED': 1, 'PRESENCE': 1, 'POSSIBILITY': 1, 'UNHYDROLYSED': 1, 'MAY': 1, 'INTERFERE': 1, 'INTESTINAL': 1, 'ABSORPTION': 1, 'NEEDS': 1, 'CONFIRMATION': 1}
425;{'DNA': 4, 'DRY': 3, 'MASS': 3, 'CONTENT': 1, 'LYMPHOCYTES': 3, 'NORMAL': 3, 'CONTROLS': 3, 'HETEROZYGOTIC': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PATIENTS': 1, 'STUDIED': 1, 'UTILIZING': 1, 'BIOPHYSICAL': 1, 'INSTRUMENTATION': 1, 'FEULGEN': 1, 'MEAN': 2, 'VALUES': 4, 'SIGNIFICANTLY': 1, 'LOWER': 1, 'EXHIBITED': 2, 'TWO': 1, 'SUB': 1, 'POPULATION': 1, 'TOTAL': 1, 'PROTEIN': 1, 'GREATER': 1, 'INTERCELLULAR': 1, 'VARIABILITY': 1, 'AMONG': 1, 'CELLS': 1, 'RATIO': 2, 'HIGHER': 1, 'APPEARED': 1, 'INCREASE': 1, 'CONCOMITANTLY': 1, 'ADVANCE': 1, 'DISEASE': 1}
426;{'INFANT': 1, 'GALACTOSEMIA': 1, 'HIGH': 1, 'LEVELS': 1, 'GALACTOSE': 5, 'PHOSPHATE': 2, 'RED': 1, 'BLOOD': 2, 'CELLS': 1, 'OBSERVED': 1, 'FREE': 1, 'DIET': 2, 'CHILD': 1, 'THRIVE': 1, 'DEVELOPED': 1, 'LIVER': 1, 'CIRRHOSIS': 1, 'AGE': 1, 'MONTHS': 1, 'DIED': 1, 'UNEXPECTEDLY': 1, 'POST': 1, 'MORTEM': 1, 'EXAMINATION': 1, 'REVEALED': 1, 'PANCREAS': 1, 'SMALL': 1, 'INTESTINE': 1, 'CHANGES': 1, 'SUGGESTIVE': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'SINCE': 1, 'EXOGENOUS': 1, 'ADMINISTRATION': 1, 'COULD': 1, 'EXCLUDED': 1, 'ENDOGENOUS': 1, 'PRODUCTION': 1, 'SIGNIFICANT': 1, 'AMOUNTS': 1, 'CONSIDERED': 1}
427;{'ALTHOUGH': 1, 'INCIDENCE': 1, 'PSEUDOMONAS': 2, 'INFECTION': 2, 'LOW': 1, 'TOTAL': 1, 'HOSPITAL': 1, 'POPULATION': 1, 'CERTAIN': 1, 'CONDITIONS': 1, 'PREDISPOSE': 1, 'LIFE': 1, 'THREATENING': 1, 'PATIENTS': 3, 'CYSTIC': 1, 'FIBROSIS': 1, 'SPECIAL': 1, 'GROUP': 1, 'SINCE': 1, 'MAJORITY': 1, 'CHRONIC': 1, 'PULMONARY': 1, 'INFECTIONS': 1, 'OFTEN': 1, 'MUCOID': 1, 'VARIANT': 1, 'RARELY': 1, 'FOUND': 1, 'SEVERAL': 1, 'APPROACHES': 1, 'TRIED': 1, 'NONE': 1, 'SHOWS': 1, 'MUCH': 1, 'PROMISE': 1, 'THUS': 1, 'FAR': 1}
428;{'FIRST': 1, 'TWO': 1, 'ARTICLES': 1, 'FOCUSES': 1, 'NUMBER': 1, 'MALABSORPTIVE': 1, 'DISORDERS': 1, 'INFLAMMATORY': 1, 'BOWEL': 1, 'DISEASES': 1, 'CAUSES': 1, 'PERSISTENT': 1, 'DIARRHEA': 1, 'DIAGNOSIS': 1, 'TREATMENT': 1, 'DIFFERENT': 1, 'ENTITIES': 1, 'DETAILED': 1}
429;{'AUTOPSIES': 1, 'PATIENTS': 9, 'CYSTIC': 3, 'FIBROSIS': 4, 'REVIEWED': 1, 'RESPECT': 1, 'PATHOLOGIC': 1, 'CHANGES': 1, 'LUNGS': 1, 'RESPECTIVE': 1, 'PREVALENCE': 1, 'AMONG': 3, 'DIFFERENT': 1, 'AGE': 5, 'GROUPS': 2, 'ALTHOUGH': 2, 'BRONCHITIS': 1, 'MUCOPURULENT': 1, 'PLUGGING': 1, 'BRONCHOPNEUMONIA': 1, 'ALMOST': 1, 'UNIVERSALLY': 1, 'PRESENT': 1, 'CHILDREN': 1, 'AGES': 1, 'EPITHELIAL': 1, 'METAPLASIA': 1, 'BRONCHIECTASIS': 1, 'RARER': 1, 'INFANTS': 1, 'PROGRESSIVELY': 1, 'PREVALENT': 1, 'OLDER': 2, 'EMPHYSEMA': 1, 'ABSENT': 1, 'TWO': 2, 'YEARS': 3, 'AFFECTED': 1, 'PER': 2, 'CENT': 2, 'SIX': 2, 'NEVER': 1, 'SEVERE': 1, 'DEGREE': 1, 'POINT': 1, 'COUNT': 1, 'METHOD': 1, 'PULMONARY': 1, 'HEMORRHAGE': 1, 'UNCOMMON': 1, 'USUALLY': 1, 'ASSOCIATED': 1, 'PROMINENT': 1, 'ARTERIAL': 1, 'VESSELS': 1, 'WALLS': 1, 'BRONCHIECTATIC': 1, 'AIRWAYS': 1, 'QUANTITATIVE': 1, 'ASSESSMENT': 1, 'BRONCHIAL': 2, 'GLANDS': 2, 'REVEALED': 1, 'REID': 1, 'INDICES': 2, 'SIGNIFICANTLY': 1, 'HIGHER': 1, 'COMPARED': 1, 'NONCYSTIC': 1, 'INCREASE': 1, 'GLANDULAR': 1, 'HYPERTROPHY': 1, 'PREDOMINANCE': 1, 'MUCOUS': 2, 'ACINI': 1, 'WITHIN': 1, 'GOBLET': 1, 'CELL': 1, 'HYPERPLASIA': 1, 'MUCOSA': 1, 'SUGGEST': 1, 'EXPLANATION': 1, 'COPIOUS': 1, 'SECRETION': 1, 'HOWEVER': 1, 'POSSIBLE': 1, 'ASCERTAIN': 1, 'WHETHER': 2, 'FINDINGS': 1, 'REFLECT': 1, 'GENERAL': 1, 'EXOCRINE': 1, 'DEFECT': 1, 'MERELY': 1, 'RESPONSE': 1, 'CHRONIC': 1, 'AIRWAY': 1, 'INFECTION': 1, 'EVEN': 1, 'THOUGH': 1, 'LATTER': 1, 'PLAUSIBLE': 1, 'ASSUMPTION': 1}
430;{'CYSTIC': 1, 'FIBROSIS': 1, 'DIFFICULT': 1, 'PROBLEM': 1, 'SOLVE': 1, 'ONE': 2, 'AMINO': 1, 'ACID': 1, 'FOUND': 3, 'ELEVATED': 1, 'CONCENTRATIONS': 1, 'URINE': 1, 'ABNORMAL': 1, 'SUGAR': 1, 'POLYSACCHARIDE': 1, 'SECRETIONS': 1, 'BRONCHIAL': 1, 'TREE': 1, 'CAUSES': 1, 'PULMONARY': 1, 'DAMAGE': 1, 'UNIQUE': 1, 'MATERIAL': 2, 'INHIBITS': 1, 'SODIUM': 1, 'TRANSPORT': 1, 'YET': 1, 'IDENTIFIED': 2, 'SWEAT': 1, 'INSTEAD': 1, 'VIEWING': 1, 'CURRENT': 1, 'STATE': 1, 'RESEARCH': 1, 'CHAOTIC': 1, 'PERHAPS': 2, 'SAY': 1, 'POSITIVE': 2, 'WAY': 1, 'DIVERSITY': 1, 'IDEAS': 1, 'STIMULATES': 1, 'THINKING': 1, 'PROCESS': 1, 'SORTING': 1, 'PRIMARY': 1, 'DEFECT': 1, 'WIDE': 1, 'SPECTRUM': 1, 'PATHOPHYSIOLOGIC': 1, 'CHANGES': 1, 'RECOGNIZED': 1, 'RECENTLY': 2, 'CHARGED': 1, 'POLYPEPTIDE': 3, 'ASSOCIATED': 1, 'IMMUNOGLOBULIN': 2, 'MAY': 2, 'RESPONSIBLE': 1, 'CILIARY': 1, 'DYSKINESIS': 1, 'EFFECT': 1, 'SERUM': 2, 'DEMONSTRATE': 1, 'PROPERTIES': 1, 'BOUND': 1, 'CONTROL': 1, 'SERA': 1, 'WOULD': 1, 'INTERESTING': 1, 'IDENTICAL': 1, 'BASIC': 1, 'PROTEIN': 1, 'IGG': 1, 'FRACTION': 1, 'PATIENTS': 1, 'CARRIERS': 1, 'WORK': 1, 'IDENTIFY': 1, 'AFFECTS': 1, 'CELL': 1, 'MEMBRANE': 1, 'SURFACES': 1, 'WHETHER': 1, 'DEFECTIVE': 1, 'PEPTIDASE': 1, 'ARGININE': 1, 'ESTERASE': 1, 'FAILS': 1, 'BREAK': 1, 'UNIFYING': 1, 'HYPOTHESIS': 1, 'COULD': 1, 'EMERGE': 1, 'TIE': 1, 'BIOCHEMICAL': 1, 'PHYSIOLOGICAL': 1, 'FINDINGS': 1, 'TOGETHER': 1}
431;{'GENETICISTS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PERHAPS': 2, 'FREQUENTLY': 1, 'ENCOUNTERED': 2, 'GENETIC': 3, 'DISEASE': 2, 'AMONG': 1, 'CAUCASIANS': 1, 'EUROPEAN': 1, 'ORIGIN': 1, 'PRESENTS': 1, 'ENIGMATIC': 1, 'DILEMMA': 1, 'VARIOUS': 1, 'LEVELS': 1, 'PROBLEM': 2, 'AREAS': 1, 'COMPLICATE': 1, 'UNDERSTANDING': 1, 'INCLUDE': 2, 'METHODS': 1, 'DIAGNOSIS': 2, 'ASCERTAINMENT': 2, 'ANALYSIS': 2, 'INTERPRETATION': 1, 'DATA': 2, 'SPITE': 1, 'APPARENTLY': 1, 'CLEAR': 1, 'CUT': 1, 'MODE': 2, 'INHERITANCE': 3, 'AUTOSOMAL': 2, 'RECESSIVE': 1, 'SEVERAL': 1, 'CONCEPTUAL': 1, 'DIFFICULTIES': 1, 'EXIST': 1, 'ACCEPTANCE': 1, 'FORMAL': 1, 'TRANSMISSION': 1, 'PATTERN': 1, 'PRESSING': 1, 'POPULATION': 3, 'GENETICS': 1, 'FACT': 1, 'LETHAL': 1, 'GENE': 1, 'MAY': 2, 'MAINTAINED': 1, 'ELEVATED': 1, 'FREQUENCIES': 1, 'RESTRICTED': 1, 'GIVEN': 1, 'GROUPS': 1, 'REPRESENTS': 1, 'SEEMINGLY': 1, 'PARADOX': 1, 'AIM': 1, 'REVIEW': 1, 'PROBLEMS': 2, 'STUDY': 1, 'PROPOSE': 1, 'THEORETICAL': 1, 'MODEL': 3, 'HELP': 1, 'ELUCIDATION': 1, 'TOPICS': 1, 'DISCUSSED': 1, 'FAMILY': 1, 'STUDIES': 2, 'INFERENCES': 1, 'PROPOSED': 1, 'MAIN': 1, 'TENET': 1, 'STATES': 1, 'DETERMINED': 1, 'DOMINANT': 1, 'ALLELES': 1, 'TWO': 1, 'LOCI': 1, 'INTERACTION': 1}
432;{'PROMINENT': 1, 'ROLE': 1, 'INFECTION': 3, 'CYSTIC': 3, 'FIBROSIS': 3, 'GENETIC': 1, 'NATURE': 1, 'SPECIFIC': 3, 'IMMUNE': 5, 'DEFECTS': 2, 'CONSIDERABLE': 1, 'EFFORT': 1, 'EXPENDED': 1, 'DETERMINING': 1, 'HEREDITARY': 1, 'PATIENTS': 1, 'RENDER': 1, 'SUSCEPTIBLE': 1, 'CONGENITAL': 1, 'DEFECT': 1, 'FACT': 1, 'INFECTIONS': 2, 'NEARLY': 1, 'ALWAYS': 1, 'LOCALIZED': 1, 'LUNG': 1, 'TWO': 1, 'ORGANISMS': 2, 'RATHER': 1, 'MULTIPLE': 2, 'SITES': 1, 'INVOLVING': 1, 'MECHANISMS': 2, 'CELL': 1, 'SYSTEMS': 2, 'EXAMINED': 1, 'NONSPECIFIC': 1, 'HOST': 1, 'DEFENSE': 1, 'INCLUDE': 2, 'COMPLEMENT': 1, 'SYSTEM': 1, 'PHAGOCYTOSIS': 1, 'PULMONARY': 2, 'CLEARANCE': 1, 'BARRIER': 1, 'SYSTEMIC': 1, 'SPREAD': 1, 'PROTEASE': 1, 'INHIBITORS': 1, 'FACTOR': 1, 'XIII': 1, 'DEPENDENT': 1, 'HYPERSENSITIVITY': 2, 'STATES': 1, 'ALLERGY': 1, 'ATOPY': 1, 'ALLERGIC': 1, 'ASPERGILLOSIS': 1, 'COMPLEX': 1, 'DISEASE': 1, 'PANCREATIC': 1, 'EXTRACTS': 1, 'PRESENCE': 1, 'ABSENCE': 1, 'ANTIGEN': 1, 'COMPONENTS': 1, 'ASSOCIATION': 1, 'ANTIGENS': 1, 'ALSO': 1, 'DISCUSSED': 1}
433;{'CYSTIC': 3, 'FIBROSIS': 3, 'DISEASE': 1, 'ENORMOUS': 1, 'SOMETIMES': 1, 'OVERWHELMING': 1, 'PSYCHOLOGICAL': 2, 'SOCIAL': 2, 'PROBLEMS': 1, 'ENCOUNTERED': 1, 'PATIENT': 1, 'FAMILY': 1, 'PRESENT': 1, 'STATE': 1, 'ART': 1, 'PERTAINS': 1, 'ASPECTS': 1, 'EXAMINED': 1, 'ATTITUDES': 1, 'TOWARDS': 1, 'IMPLICATIONS': 1, 'GENETIC': 1, 'DIAGNOSIS': 1, 'HETEROZYGOTE': 1, 'SCREENING': 1, 'PROJECTIONS': 1, 'FUTURE': 1, 'DISCUSSED': 1}
434;{'VARIED': 1, 'MORPHOLOGIC': 1, 'LESIONS': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'RESULT': 1, 'OBSTRUCTION': 1, 'ONE': 1, 'TYPE': 1, 'ANOTHER': 1, 'DOCUMENTED': 1, 'PRESUMED': 1, 'MODIFIED': 1, 'AGE': 2, 'INDIVIDUAL': 1, 'SEVERITY': 2, 'CONDITIONS': 1, 'PECULIAR': 1, 'TISSUE': 1, 'PLUS': 1, 'FUNCTIONAL': 1, 'CHANGES': 1, 'SWEAT': 1, 'ELECTROLYTES': 1, 'MEMBRANE': 1, 'TRANSPORT': 1, 'SERUM': 1, 'FACTOR': 1, 'AFFECTING': 1, 'SYNCRONY': 1, 'CILIA': 1, 'REPRESENT': 1, 'DIVERSE': 1, 'ACTIONS': 1, 'GENETIC': 1, 'DEFECT': 1, 'INTERMEDIATE': 1, 'STAGES': 1, 'YET': 1, 'UNKNOWN': 1, 'NEITHER': 1, 'DIVERSITY': 1, 'ABNORMALITIES': 1, 'RANGE': 1, 'DIFFERENCES': 1, 'ONSET': 1, 'ARGUE': 1, 'CONVINCINGLY': 1, 'TRIGGER': 1, 'MECHANISM': 1, 'ACQUIRE': 1, 'RATHER': 1, 'INBORN': 1, 'DEFICIENCY': 1}
435;{'GENERAL': 1, 'AREA': 1, 'RESEARCH': 1, 'BIOCHEMICAL': 2, 'MOLECULAR': 1, 'LEVELS': 2, 'RELATED': 1, 'CYSTIC': 4, 'FIBROSIS': 4, 'SUFFERED': 1, 'LACK': 1, 'SUITABLE': 1, 'ANIMAL': 2, 'MODEL': 1, 'ALTHOUGH': 1, 'MODELS': 1, 'PROPOSED': 1, 'YET': 1, 'TESTED': 1, 'ATTEMPTS': 1, 'CIRCUMVENT': 1, 'PROBLEM': 1, 'SEVERAL': 1, 'INVESTIGATORS': 1, 'TURNED': 1, 'CELL': 3, 'CULTURE': 1, 'TECHNIQUES': 1, 'STUDY': 2, 'VARIOUS': 1, 'ASPECTS': 1, 'STUDIES': 1, 'INCLUDED': 1, 'USE': 3, 'RED': 1, 'BLOOD': 1, 'CELLS': 1, 'LYMPHOCYTES': 1, 'SKIN': 1, 'FIBROBLASTS': 1, 'CULTURED': 1, 'NASAL': 1, 'POLYPS': 1, 'ENOUGH': 1, 'POSITIVE': 1, 'INDICATIONS': 1, 'APPROACH': 2, 'INDICATE': 1, 'MIGHT': 1, 'FRUITFUL': 1, 'CONSEQUENTLY': 1, 'FINAL': 1, 'ASPECT': 1, 'ARTICLE': 1, 'CONSIDERATION': 1, 'CULTURES': 2, 'FUTURE': 1, 'INVESTIGATIONS': 1, 'POSSIBLE': 1, 'METABOLIC': 1, 'LESIONS': 1, 'CONTROL': 1, 'CYCLIC': 1, 'NUCLEOTIDE': 1, 'PAROTID': 1, 'ROLE': 1, 'CALCIUM': 1, 'MICROFILAMENTS': 1, 'MICROTUBULES': 1, 'SECRETION': 1, 'DEFECTS': 1, 'DISCUSSED': 1}
436;{'DETERMINATION': 1, 'FIBROBLAST': 1, 'PROLIFERATION': 1, 'RATES': 1, 'RNA': 1, 'METHYLATION': 1, 'PATTERNS': 1, 'LABORATORY': 1, 'REVEALED': 1, 'ALTERATION': 1, 'CELLS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PATIENTS': 1, 'BLOOD': 4, 'POLYAMINES': 1, 'LOCATED': 1, 'PREDOMINANTLY': 1, 'ERYTHROCYTES': 2, 'LOW': 2, 'CONCENTRATIONS': 2, 'PLASMA': 1, 'SWEAT': 1, 'LIKEWISE': 1, 'SHOWN': 1, 'CONTENT': 2, 'SPERMIDINE': 4, 'SPERMINE': 4, 'WHOLE': 2, 'POLYAMINE': 1, 'FLUCTUATE': 1, 'ONE': 1, 'INDIVIDUAL': 1, 'ANOTHER': 1, 'ESPECIALLY': 1, 'VARIABLE': 1, 'FEMALES': 2, 'SUBJECT': 1, 'HORMONAL': 1, 'CHANGES': 1, 'MENSTRUAL': 2, 'CYCLE': 2, 'VARIABILITY': 1, 'USEFUL': 1, 'EXPRESS': 1, 'DATA': 1, 'BASIS': 1, 'RATIO': 1, 'HOWEVER': 1, 'RESULTS': 1, 'MUST': 1, 'ANALYZED': 1, 'ACCORDING': 1, 'SEX': 1, 'CASE': 1, 'INTERPRETED': 1, 'RELATIONSHIP': 1, 'RATIOS': 1, 'SIGNIFICANTLY': 1, 'ELEVATED': 1, 'EXTRACTS': 1, 'ISOLATED': 1, 'MALE': 1, 'HOMO': 1, 'HETEROZYGOTES': 1}
437;{'DEFECTIVE': 1, 'MUCOCILIARY': 2, 'TRANSPORT': 2, 'IMPLICATED': 1, 'PATHOGENESIS': 1, 'LUNG': 4, 'DISEASE': 2, 'CYSTIC': 6, 'FIBROSIS': 6, 'BASED': 1, 'SEVERAL': 1, 'OBSERVATIONS': 1, 'FIRST': 1, 'PATIENTS': 4, 'SECRETE': 1, 'MUCUS': 4, 'NORMAL': 2, 'SUBJECTS': 1, 'INDICATED': 1, 'GLAND': 1, 'HYPERTROPHY': 1, 'FREQUENTLY': 1, 'RETAIN': 1, 'SECOND': 1, 'SAID': 1, 'ALTERED': 2, 'BIOCHEMICAL': 1, 'RHEOLOGICAL': 2, 'PROPERTIES': 2, 'HOWEVER': 1, 'ALTHOUGH': 1, 'PHYSIOCHEMICAL': 1, 'DISEASES': 1, 'LITTLE': 1, 'HISTOCHEMICAL': 1, 'DIFFERENCE': 1, 'FOUND': 1, 'HYPERSECRETORY': 1, 'CONDITIONS': 1, 'CHRONIC': 1, 'BRONCHITIS': 1, 'BRONCHIECTASIS': 1, 'THIRD': 1, 'FACTOR': 1, 'SERUM': 1, 'INHIBITS': 1, 'CILIARY': 1, 'ACTIVITY': 1, 'EXPLAIN': 1, 'GLANDS': 1, 'CILIATED': 2, 'EPITHELIUM': 2, 'INFECTION': 1, 'DAMAGES': 1, 'HUMAN': 1, 'CULTURE': 1, 'COULD': 1, 'REDUCE': 1, 'MEASUREMENT': 1, 'PULMONARY': 1, 'FUNCTION': 2, 'PHYSICAL': 1, 'FITNESS': 1, 'RESPONSE': 1, 'EXERCISE': 1, 'CONTROL': 1, 'BREATHING': 1, 'REGIONAL': 1, 'THERAPY': 1, 'DISCUSSED': 1}
